Unnamed: 0,*出处ISBN/AS-ID,*页码,被拆解语句,*事件名【主体名+动词+客体名（地点名）】,*事件ID,*起始日期（YYYY/MM/DD）,结束日期（YYYY/MM/DD）,时间备注（非公历纪年，无年份信息）,*地点,*地点ID,*主体人物/组织,*主体ID,客体人物/组织,客体ID,关系,人物备注,谓词,事件类型,作品,作品ID,作品备注,会议,会议ID,会议备注,其他说明
,7010021562,165,中革军委决定将江西省苏维埃政府军事部取消，成立江西军区总指挥部，以陈毅为总指挥兼政治委员。,陈毅任江西军区总指挥兼政治委员（江西省）,897,1932-01-09 00:00:00.000000000,,,江西省,802.0,陈毅,agent_person/7993,,,,,,任职,,,,,,,
,7010021562,168-169,经李富春、蔡畅夫妇介绍，在宁都与赖月明结婚。,陈毅与赖月明结婚（宁都县）,913,1932-10-08 00:00:00.000000000,,,宁都县,699.0,陈毅,agent_person/7993,赖月明,agent_person/10245,,,,结婚,,,,,,,
,7010021562,170,中央局经与陈毅、李富春、刘畴西等讨论之后，于是日作出《关于江西军区组织各战区划分之决定》，江西军区迁宁都兼东北战区，陈毅兼总指挥，李富春为政委，周子昆为参谋长，邓小平为政治部主任。,陈毅兼任江西军区总指挥（江西省）,897,1933-02-01 00:00:00.000000000,,,江西省,802.0,陈毅,agent_person/7993,,,,,,任职,,,,,,,
,7010021562,174,出席宁都七里坪村召开的中共江西省苏区第二次代表大会。在会上，陈毅当选大会主席团成员、省委执行委员、省委常委。,陈毅出席中共江西省苏区第二次代表大会（宁都县）,1830,1933-09-27 00:00:00.000000000,1933-10-04,,宁都县,699.0,陈毅,agent_person/7993,,,,,参加,会议,,,,,Un2,中共江西省苏区第二次代表大会,
,7010021562,174,出席宁都七里坪村召开的中共江西省苏区第二次代表大会。在会上，陈毅当选大会主席团成员、省委执行委员、省委常委。,陈毅当选中共江西省苏区第二次代表大会主席团成员、省委执行委员、省委常委（宁都县）,1831,1933-09-27 00:00:00.000000000,1933-10-04,,宁都县,699.0,陈毅,agent_person/7993,,,,,,任职,,,,,,,
,7010021562,176,出席在宁都七里坪村召开的江西省苏维埃第二次工农兵代表大会。在会上被选为第二届执行委员会主席团委员及江西省苏维埃执行委员。,陈毅出席江西省苏维埃第二次工农兵代表大会（宁都县）,1844,1933-12-21 00:00:00.000000000,1933-12-29,,宁都县,699.0,陈毅,agent_person/7993,,,,,参加,会议,,,,,Un2,江西省苏维埃第二次工农兵代表大会,
,7010021562,176,出席在宁都七里坪村召开的江西省苏维埃第二次工农兵代表大会。在会上被选为第二届执行委员会主席团委员及江西省苏维埃执行委员。,陈毅当选为第二届工农兵代表大会执行委员会主席团委员及江西省苏维埃执行委员（宁都县）,1845,1933-12-21 00:00:00.000000000,1933-12-29,,宁都县,699.0,陈毅,agent_person/7993,,,,,,任职,,,,,,,
,7010021562,177,出席在瑞金沙洲坝召开的中华苏维埃第二次全国代表大会。会上，陈毅当选为中华苏维埃共和国第二届中央执行委员会委员，并被授予二等红星奖章。,陈毅出席中华苏维埃第二次全国代表大会（瑞金市）,1846,1934-01-22 00:00:00.000000000,1934-02-01,,瑞金市,692.0,陈毅,agent_person/7993,,,,,参加,会议,,,,,Un2,中华苏维埃第二次全国代表大会,
,7010021562,177,出席在瑞金沙洲坝召开的中华苏维埃第二次全国代表大会。会上，陈毅当选为中华苏维埃共和国第二届中央执行委员会委员，并被授予二等红星奖章。,陈毅当选中华苏维埃共和国第二届中央执行委员会委员（瑞金市）,1847,1934-01-22 00:00:00.000000000,1934-02-01,,瑞金市,692.0,陈毅,agent_person/7993,,,,,,任职,,,,,,,
,7010021562,177,出席在瑞金沙洲坝召开的中华苏维埃第二次全国代表大会。会上，陈毅当选为中华苏维埃共和国第二届中央执行委员会委员，并被授予二等红星奖章。,陈毅被授予红星奖章（瑞金市）,1823,1934-01-22 00:00:00.000000000,1934-02-01,,瑞金市,692.0,陈毅,agent_person/7993,,,,,授予,,,,,,,,
