chenyi,r1,n,r2,m
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 2815, predicate: 参加, endDate: 1960-04-11 00:00:00, name: 陈毅出席政协全国委员会三届二次会议（北京市）, eventType: 会议, startDate: 1960-03-29 00:00:00})",[:OCCURS_IN],"(:Location {name: 北京市, nodeId: 348.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 3145, predicate: 会见, name: 苏加诺接见陈毅（雅加达）, startDate: 1965-08-20 00:00:00})",[:OCCURS_IN],"(:Location {name: 雅加达, nodeId: 2298.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 2458, predicate: 会见, name: 陈毅陪同毛泽东会见日本国会代表团（北京市）, startDate: 1955-10-15 00:00:00})",[:OCCURS_IN],"(:Location {name: 北京市, nodeId: 348.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 3016, predicate: 迎接, name: 陈毅迎接苏联代表团（日内瓦）, eventType: 访问, startDate: 1962-07-20 00:00:00})",[:OCCURS_IN],"(:Location {name: 日内瓦, nodeId: 1450.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 2696, name: 陈毅从上海到北京（北京市）, eventType: 移动, startDate: 1949-09-01 00:00:00})",[:OCCURS_IN],"(:Location {name: 北京市, nodeId: 348.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 3512, name: 陈毅发言（北京市）, eventType: 聚集, startDate: 1960-10-01 00:00:00})",[:OCCURS_IN],"(:Location {name: 北京市, nodeId: 348.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 2703, name: 陈毅被任命为人民革命军委员会委员（北京市）, eventType: 任职, startDate: 1949-10-19 00:00:00})",[:OCCURS_IN],"(:Location {name: 北京市, nodeId: 348.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 3505, predicate: 参加, name: 陈毅参加华东军政委员会第一次会议（上海市）, eventType: 会议, startDate: 1950-01-29 00:00:00})",[:OCCURS_IN],"(:Location {name: 上海市, nodeId: 375.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 2463, name: 陈毅出席缅甸总统巴宇举行的国宴（仰光市）, startDate: 1955-04-15 00:00:00})",[:OCCURS_IN],"(:Location {name: 仰光市, nodeId: 2296.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 2463, name: 陈毅出席缅甸总统巴宇举行的国宴（仰光市）, startDate: 1955-04-15 00:00:00})",[:OCCURS_IN],"(:Location {name: 仰光, nodeId: 2296.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 2848, predicate: 参加, name: 陈毅出席《中国和几内亚友好条约》签字仪式（北京市）, startDate: 1960-09-13 00:00:00})",[:OCCURS_IN],"(:Location {name: 北京市, nodeId: 348.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 2913, name: 陈毅率领中国代表团前往雅加达（雅加达市）, eventType: 移动, startDate: 1964-04-10 00:00:00})",[:OCCURS_IN],"(:Location {name: 雅加达市, nodeId: 2298.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 2913, name: 陈毅率领中国代表团前往雅加达（雅加达市）, eventType: 移动, startDate: 1964-04-10 00:00:00})",[:OCCURS_IN],"(:Location {name: 雅加达, nodeId: 2298.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 2951, name: 陈毅参加周恩来与老挝首相梭发那・富马亲王的会谈（北京市）, startDate: 1961-04-23 00:00:00})",[:OCCURS_IN],"(:Location {name: 北京市, nodeId: 348.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 2360, predicate: 授予, name: 陈毅将西藏自治区筹备委员会印鉴授予达赖喇嘛（拉萨市）, eventType: 会议, startDate: 1956-04-22 00:00:00})",[:OCCURS_IN],"(:Location {name: 拉萨市, nodeId: 1320.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 1753, name: 陈毅任上海市军管会主任（上海市）, eventType: 任职, startDate: 1949-05-27 00:00:00})",[:OCCURS_IN],"(:Location {name: 丹阳市, nodeId: 1029.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 1753, name: 陈毅任上海市军管会主任（上海市）, eventType: 任职, startDate: 1949-05-27 00:00:00})",[:OCCURS_IN],"(:Location {name: 上海市, nodeId: 375.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 2852, predicate: 迎接, name: 陈毅欢迎柬埔寨代表团访华（北京市）, eventType: 会合, startDate: 1960-12-15 00:00:00})",[:OCCURS_IN],"(:Location {name: 北京市, nodeId: 348.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 2088, predicate: 参加, endDate: 1948-01-21 00:00:00, name: 陈毅参加中共中央负责人会议（杨家沟）, eventType: 会议, startDate: 1948-01-19 00:00:00})",[:OCCURS_IN],"(:Location {name: 杨家沟, nodeId: 2074.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 3316, name: 陈毅拜访陈寅恪（广州市）, startDate: 1956-10-16 00:00:00})",[:OCCURS_IN],"(:Location {name: 广州市, nodeId: 459.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 1291, name: 陈毅任新四军第一支队司令员, eventType: 任职, startDate: 1938-01-08 00:00:00})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 2593, name: 陈毅被任命为国务院常务副总理（北京市）, eventType: 任职, startDate: 1954-09-29 00:00:00})",[:OCCURS_IN],"(:Location {name: 北京市, nodeId: 348.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 2594, predicate: 参加, name: 陈毅出席政协第二届全国委员会常务委员会第一次会议（北京市）, eventType: 会议, startDate: 1954-12-27 00:00:00})",[:OCCURS_IN],"(:Location {name: 北京市, nodeId: 348.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 3150, name: 陈毅访问马里（巴马科市）, eventType: 访问, startDate: 1965-09-09 00:00:00})",[:OCCURS_IN],"(:Location {name: 巴马科市, nodeId: 2938.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 1846, predicate: 参加, endDate: 1934-02-01 00:00:00, name: 陈毅出席中华苏维埃第二次全国代表大会（瑞金市）, eventType: 会议, startDate: 1934-01-22 00:00:00})",[:OCCURS_IN],"(:Location {name: 瑞金市, nodeId: 692.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 2622, predicate: 指挥, name: 陈毅指挥新四军主动放弃黄桥（黄桥镇）, eventType: 战争, startDate: 1940-09-04 00:00:00})",[:OCCURS_IN],"(:Location {name: 黄桥镇, nodeId: 963.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 2525, predicate: 汇报, name: 陈毅作《目前形势和今后工作方针》的报告（半城镇）, startDate: 1942-01-01 00:00:00})",[:OCCURS_IN],"(:Location {name: 半城镇, nodeId: 1015.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 363, name: 陈毅启程赴法（沙河铺）, eventType: 移动, startDate: 1919-06-01 00:00:00})",[:OCCURS_IN],"(:Location {name: 沙河铺, nodeId: 364.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 3373, name: 陈毅驳斥杜勒斯的声明（北京市）, startDate: 1958-09-20 00:00:00})",[:OCCURS_IN],"(:Location {name: 北京市, nodeId: 348.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 3369, predicate: 会见, name: 陈毅会见日本代表团团长高碕达之助（万隆市）, startDate: 1955-04-22 00:00:00})",[:OCCURS_IN],"(:Location {name: 万隆市, nodeId: 1781.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 2831, predicate: 参加, name: 陈毅出席《中国和蒙古友好互助条约》签字仪式（乌兰巴托市）, startDate: 1960-05-31 00:00:00})",[:OCCURS_IN],"(:Location {name: 乌兰巴托市, nodeId: 2485.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 2456, name: 陈毅在天安门城楼上观礼（北京市）, startDate: 1955-10-01 00:00:00})",[:OCCURS_IN],"(:Location {name: 北京市, nodeId: 348.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 2737, endDate: 1959-04-28 00:00:00, name: 陈毅被选举为国务院副总理兼外交部部长、国防委员会副主席（北京市）, eventType: 任职, startDate: 1959-04-18 00:00:00})",[:OCCURS_IN],"(:Location {name: 北京市, nodeId: 348.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 3310, predicate: 参加, name: 陈毅在罗马尼亚驻华使馆宴会上即兴讲话（北京市）, eventType: 聚集, startDate: 1958-08-23 00:00:00})",[:OCCURS_IN],"(:Location {name: 北京市, nodeId: 348.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 3107, name: 陈毅访问阿富汗（喀布尔市）, eventType: 访问, startDate: 1965-03-22 00:00:00})",[:OCCURS_IN],"(:Location {name: 喀布尔, nodeId: 2293.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 3107, name: 陈毅访问阿富汗（喀布尔市）, eventType: 访问, startDate: 1965-03-22 00:00:00})",[:OCCURS_IN],"(:Location {name: 喀布尔市, nodeId: 2293.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 3332, name: 陈毅宣布李明扬、李长江部接替新四军进驻姜堰（姜堰区）, startDate: 1940-09-01 00:00:00})",[:OCCURS_IN],"(:Location {name: 姜堰区, nodeId: 1304.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 1019, name: 中共中央、中央军委任命陈毅兼山东军区司令员（延安市）, eventType: 任职, startDate: 1946-01-07 00:00:00})",[:OCCURS_IN],"(:Location {name: 延安市, nodeId: 1119.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 2875, name: 陈毅陪同刘少奇到达缅甸访问（仰光市）, eventType: 访问, startDate: 1963-04-20 00:00:00})",[:OCCURS_IN],"(:Location {name: 仰光市, nodeId: 2296.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 2875, name: 陈毅陪同刘少奇到达缅甸访问（仰光市）, eventType: 访问, startDate: 1963-04-20 00:00:00})",[:OCCURS_IN],"(:Location {name: 仰光, nodeId: 2296.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 2309, name: 陈毅和刘少奇与阿尤布会谈（拉瓦尔品第）, eventType: 会议, startDate: 1966-03-26 00:00:00})",[:OCCURS_IN],"(:Location {name: 拉瓦尔品第, nodeId: 2308.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 2310, name: 叶剑英向陈毅传达毛泽东关于“二月逆流”的指示（北京市）, startDate: 1972-01-06 00:00:00})",[:OCCURS_IN],"(:Location {name: 北京市, nodeId: 348.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 2747, predicate: 创作, name: 陈毅作《十年大庆》诗二首（北京市）, startDate: 1959-10-01 00:00:00})",[:OCCURS_IN],"(:Location {name: 北京市, nodeId: 348.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 2519, predicate: 参加, name: 陈毅出席盐城各界4000多人集会（盐城市）, eventType: 聚集, startDate: 1941-05-30 00:00:00})",[:OCCURS_IN],"(:Location {name: 盐城市, nodeId: 940.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 3204, name: 陈毅在铁道部石家庄车辆厂半天劳动半天学习（石家庄市）, startDate: 1969-10-20 00:00:00})",[:OCCURS_IN],"(:Location {name: 石家庄市, nodeId: 3221.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 2888, predicate: 会见, name: 陈毅接见法国经济代表团（北京市）, eventType: 访问, startDate: 1963-09-28 00:00:00})",[:OCCURS_IN],"(:Location {name: 北京市, nodeId: 348.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 2819, predicate: 会见, name: 陈毅随周恩来拜会印度总统拉金德拉·普拉沙德（德里市）, eventType: 访问, startDate: 1960-04-20 00:00:00})",[:OCCURS_IN],"(:Location {name: 德里市, nodeId: 2818.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 3374, predicate: 会见, name: 周恩来、陈毅同富尔举行第三次会谈（北京市）, startDate: 1958-10-25 00:00:00})",[:OCCURS_IN],"(:Location {name: 北京市, nodeId: 348.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 2605, name: 陈毅与罗荣桓、邓子恢联名向中央提出《关于开发海南岛的意见》（北京市）, startDate: 1957-01-04 00:00:00})",[:OCCURS_IN],"(:Location {name: 北京市, nodeId: 348.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 2984, predicate: 迎接, name: 陈毅欢迎古巴总统奥斯瓦耳多·多尔蒂科斯·托拉多访华（北京市）, eventType: 访问, startDate: 1961-09-22 00:00:00})",[:OCCURS_IN],"(:Location {name: 北京市, nodeId: 348.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 362, predicate: 入学, name: 陈毅中选（成都市）, startDate: 1919-04-16 00:00:00})",[:OCCURS_IN],"(:Location {name: 成都市, nodeId: 339.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 3049, predicate: 参加, name: 陈毅参加声讨苏修法西斯暴行大会（北京市）, eventType: 会议, startDate: 1967-02-11 00:00:00})",[:OCCURS_IN],"(:Location {name: 北京市, nodeId: 348.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 2779, predicate: 参加, name: 陈毅参加华东军政委员会第二次全体委员会议（上海市）, eventType: 会议, startDate: 1950-07-15 00:00:00})",[:OCCURS_IN],"(:Location {name: 上海市, nodeId: 375.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 2879, predicate: 汇报, name: 陈毅作关于刘少奇外交访问的报告（北京市）, startDate: 1963-05-25 00:00:00})",[:OCCURS_IN],"(:Location {name: 北京市, nodeId: 348.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 2668, name: 陈毅与粟裕等联名发布《第三野战军淞沪战役攻击命令》（丹阳市）, startDate: 1949-05-21 00:00:00})",[:OCCURS_IN],"(:Location {name: 丹阳市, nodeId: 1029.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 2209, name: 陈毅任新四军委员会委员, eventType: 任职, startDate: 1938-06-07 00:00:00})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 2286, predicate: 主持, name: 中共红四军第七次代表大会通过陈毅起草的《 红军第七次代表大会决议案》（龙岩市）, eventType: 会议, startDate: 1929-06-22 00:00:00})",[:OCCURS_IN],"(:Location {name: 龙岩市, nodeId: 731.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 2278, predicate: 会见, name: 陈毅接见罗生特（盐城市）, eventType: 聚集, startDate: 1941-03-20 00:00:00})",[:OCCURS_IN],"(:Location {name: 盐城市, nodeId: 940.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 3352, predicate: 参加, name: 陈毅与周恩来、赵世炎等开展反对北洋政府秘密借款的运动（巴黎）, eventType: 聚集, startDate: 1921})",[:OCCURS_IN],"(:Location {name: 巴黎, nodeId: 397.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 2812, predicate: 创作, name: 陈毅在《红旗》杂志发表《中苏同盟是世界和平的强大堡垒》（北京市）, startDate: 1960-02-01 00:00:00})",[:OCCURS_IN],"(:Location {name: 北京市, nodeId: 348.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 2813, predicate: 参加, name: 陈毅出席苏联驻中国大使契尔沃年科举行举行的宴会（北京市）, startDate: 1960-02-14 00:00:00})",[:OCCURS_IN],"(:Location {name: 北京市, nodeId: 348.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 2851, predicate: 参加, name: 陈毅出席《中缅边界条约》签字仪式（北京市）, startDate: 1960-10-01 00:00:00})",[:OCCURS_IN],"(:Location {name: 北京市, nodeId: 348.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 2837, name: 陈毅宣布中国政府承认尼日尔共和国（北京市）, startDate: 1960-08-02 00:00:00})",[:OCCURS_IN],"(:Location {name: 北京市, nodeId: 348.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 3360, predicate: 指挥, name: 毛泽东、朱德、陈毅率红四军进入闽西（龙岩市）, eventType: 战争, startDate: 1929-05-23 00:00:00})",[:OCCURS_IN],"(:Location {name: 龙岩市, nodeId: 731.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 2870, predicate: 迎接, name: 陈毅欢迎图尔西·吉里（北京市）, eventType: 访问, startDate: 1963-01-19 00:00:00})",[:OCCURS_IN],"(:Location {name: 北京市, nodeId: 348.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 2892, predicate: 会见, name: 陈毅接见尼泊尔全国评议会代表团（北京市）, eventType: 访问, startDate: 1963-10-26 00:00:00})",[:OCCURS_IN],"(:Location {name: 北京市, nodeId: 348.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 3380, predicate: 主持, endDate: 1969-10-01 00:00:00, name: 陈毅主持了24次“四元帅国际形势座谈会”（北京市）, eventType: 会议, startDate: 1969-03-01 00:00:00})",[:OCCURS_IN],"(:Location {name: 北京市, nodeId: 348.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 2346, name: 陈毅与刘少奇从乌鲁木齐到巴基斯的坦拉瓦尔品第（拉瓦尔品第）, eventType: 移动, startDate: 1966-03-26 00:00:00})",[:OCCURS_IN],"(:Location {name: 拉瓦尔品第, nodeId: 2308.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 399, predicate: 参加, name: 陈毅参与法国大规模罢工（巴黎）, startDate: 1920-05-01 00:00:00})",[:OCCURS_IN],"(:Location {name: 巴黎, nodeId: 397.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 1291, endDate: 1937-12-14 00:00:00, name: 陈毅任中共中央革命军事委员会新四军分会副书记（延安市）, eventType: 任职, startDate: 1937-12-09 00:00:00})",[:OCCURS_IN],"(:Location {name: 延安市, nodeId: 1119.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 2588, predicate: 参加, name: 陈毅出席中共七届四中全会（北京市）, eventType: 会议, startDate: 1954-02-06 00:00:00})",[:OCCURS_IN],"(:Location {name: 北京市, nodeId: 348.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 2604, predicate: 参加, name: 陈毅参加全国人大常务委员会第四十五次会议（北京市）, eventType: 会议, startDate: 1956-09-14 00:00:00})",[:OCCURS_IN],"(:Location {name: 北京市, nodeId: 348.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 3160, name: 陈毅陪同刘少奇夫妇访问巴基斯坦（拉瓦尔品第）, eventType: 访问, startDate: 1966-03-26 00:00:00})",[:OCCURS_IN],"(:Location {name: 拉瓦尔品第, nodeId: 2308.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 2512, name: 陈毅与赖传珠等谈南面情况（盐城市）, startDate: 1941-02-08 00:00:00})",[:OCCURS_IN],"(:Location {name: 盐城市, nodeId: 940.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 2778, name: 陈毅全票当选为上海市长（上海市）, eventType: 任职, startDate: 1950-10-24 00:00:00})",[:OCCURS_IN],"(:Location {name: 上海市, nodeId: 375.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 3236, predicate: 创作, name: 陈毅写作《游肇庆》（广州市）, startDate: 1966-01-20 00:00:00})",[:OCCURS_IN],"(:Location {name: 广州市, nodeId: 459.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 3194, predicate: 创作, name: 陈毅写作《无产阶级文化大革命万岁》（北京市）, startDate: 1966-10-01 00:00:00})",[:OCCURS_IN],"(:Location {name: 北京市, nodeId: 348.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 2732, predicate: 迎接, name: 陈毅欢迎西哈努克亲王来中国访问（北京市）, eventType: 访问, startDate: 1958-08-15 00:00:00})",[:OCCURS_IN],"(:Location {name: 北京市, nodeId: 348.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 2518, predicate: 参加, name: 陈毅出席新四军军分会扩大会议（盐城市）, eventType: 会议, startDate: 1941-05-20 00:00:00})",[:OCCURS_IN],"(:Location {name: 盐城市, nodeId: 940.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 1567, predicate: 参加, name: 陈毅参加中共七届二中全会（西柏坡）, eventType: 会议, startDate: 1949-02-25 00:00:00})",[:OCCURS_IN],"(:Location {name: 西柏坡, nodeId: 1001.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 3485, predicate: 参加, name: 陈毅报告1951年上海市工作任务（上海市）, eventType: 会议, startDate: 1951-01-09 00:00:00})",[:OCCURS_IN],"(:Location {name: 上海市, nodeId: 375.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 2476, name: 陈毅参观马恩纪念馆（柏林市）, eventType: 访问, startDate: 1954-10-06 00:00:00})",[:OCCURS_IN],"(:Location {name: 柏林市, nodeId: 2339.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 3062, predicate: 参加, name: 陈毅参加声讨英国帝国主义镇压香港爱国同胞暴行大会（北京市）, eventType: 会议, startDate: 1967-05-18 00:00:00})",[:OCCURS_IN],"(:Location {name: 北京市, nodeId: 348.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 3012, name: 陈毅接受见瑞士电视台记者阿蒙·卡维泽尔采访（日内瓦）, startDate: 1962-07-19 00:00:00})",[:OCCURS_IN],"(:Location {name: 日内瓦, nodeId: 1450.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 3168, name: 张春桥指使王洪文等人编造《陈毅反动言论小集》（北京市）, startDate: 1968-11-01 00:00:00})",[:OCCURS_IN],"(:Location {name: 北京市, nodeId: 348.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 3383, predicate: 会见, name: 陈毅与比塔特初步会谈, startDate: 1965-08-24 00:00:00})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 2472, name: 陈毅抵达伊尔库茨克（伊尔库茨克市）, eventType: 访问, startDate: 1954-10-03 00:00:00})",[:OCCURS_IN],"(:Location {name: 伊尔库茨克市, nodeId: 2486.0})"
"(:Person {name: 陈毅, nodeId: agent_person/7993})",[:参与],"(:Event {eventId: 2927, name: 陈毅视察广西西津水电站（横县）, startDate: 1964-11-15 00:00:00})",[:OCCURS_IN],"(:Location {name: 横县, nodeId: 2943.0})"
